Region,School,Student Number,Class Year,Highest Composite,Highest English,Highest Mathematics,Highest Reading,Highest Science,Number Exams Taken
West Region,IDEA College Prep West 5,10818,2024,16,14,17,17,19,5
West Region,IDEA College Prep West 5,10819,2024,26,26,26,27,30,6
West Region,IDEA College Prep West 5,10820,2024,24,21,20,29,25,6
West Region,IDEA College Prep West 5,10821,2024,18,17,18,19,18,5
West Region,IDEA College Prep West 5,10822,2024,28,32,30,29,29,7
West Region,IDEA College Prep West 5,10823,2024,21,20,21,26,21,4
West Region,IDEA College Prep West 5,10824,2024,24,25,24,22,26,5
West Region,IDEA College Prep West 5,10825,2024,29,28,26,34,30,6
West Region,IDEA College Prep West 5,10826,2024,19,19,19,19,22,6
West Region,IDEA College Prep West 5,10827,2024,30,30,32,32,30,5
West Region,IDEA College Prep West 5,10828,2024,17,15,17,18,22,5
West Region,IDEA College Prep West 5,10829,2024,25,25,26,25,26,7
West Region,IDEA College Prep West 5,10830,2024,26,29,26,25,24,5
West Region,IDEA College Prep West 5,10831,2024,23,22,26,22,24,6
West Region,IDEA College Prep West 5,10832,2024,27,25,27,31,26,1
West Region,IDEA College Prep West 5,10833,2024,21,20,16,31,21,6
West Region,IDEA College Prep West 5,10834,2024,28,33,30,31,29,5
West Region,IDEA College Prep West 5,10835,2024,21,21,19,23,21,5
West Region,IDEA College Prep West 5,10836,2024,24,24,24,26,20,5
West Region,IDEA College Prep West 5,10837,2024,21,20,19,20,23,5
West Region,IDEA College Prep West 5,10838,2024,21,20,19,22,23,6
West Region,IDEA College Prep West 5,10839,2024,20,22,20,20,20,5
West Region,IDEA College Prep West 5,10840,2024,21,24,17,26,24,4
West Region,IDEA College Prep West 5,10841,2024,27,32,23,32,25,6
West Region,IDEA College Prep West 5,10842,2024,27,29,27,26,27,7
West Region,IDEA College Prep West 5,10843,2024,22,20,26,22,23,5
West Region,IDEA College Prep West 5,10844,2024,18,19,22,20,21,5
West Region,IDEA College Prep West 5,10845,2024,15,11,18,13,17,5
West Region,IDEA College Prep West 5,10846,2024,21,20,22,20,24,6
West Region,IDEA College Prep West 5,10847,2024,18,20,17,20,18,6
West Region,IDEA College Prep West 5,10848,2024,20,23,19,19,21,4
West Region,IDEA College Prep West 5,10849,2024,19,19,18,21,22,5
West Region,IDEA College Prep West 5,10850,2024,23,24,26,25,24,6
West Region,IDEA College Prep West 5,10851,2024,25,24,24,27,24,6
West Region,IDEA College Prep West 5,10852,2024,22,22,19,27,23,6
West Region,IDEA College Prep West 5,10853,2024,20,20,24,20,19,4
West Region,IDEA College Prep West 5,10854,2024,16,15,17,19,16,4
West Region,IDEA College Prep West 5,10855,2024,23,21,26,21,25,5
West Region,IDEA College Prep West 5,10856,2024,15,16,16,14,17,5
West Region,IDEA College Prep West 5,10857,2024,26,28,26,32,25,5
West Region,IDEA College Prep West 5,10858,2024,21,26,19,23,20,5
West Region,IDEA College Prep West 5,10859,2024,21,21,20,22,25,4
West Region,IDEA College Prep West 5,10860,2024,24,24,25,27,25,5
West Region,IDEA College Prep West 5,10861,2024,34,34,35,35,35,5
West Region,IDEA College Prep West 5,10862,2024,22,20,23,20,24,6
West Region,IDEA College Prep West 5,10863,2024,19,19,20,21,23,6
West Region,IDEA College Prep West 5,10864,2024,22,23,20,27,21,6
West Region,IDEA College Prep West 5,10865,2024,14,11,16,13,18,5
West Region,IDEA College Prep West 5,10866,2024,14,13,15,14,16,5
West Region,IDEA College Prep West 5,10867,2024,23,24,25,22,25,6
West Region,IDEA College Prep West 5,10868,2024,16,15,19,15,21,5
West Region,IDEA College Prep West 5,10869,2024,19,22,21,20,19,6
West Region,IDEA College Prep West 5,10870,2024,26,25,25,30,25,5
West Region,IDEA College Prep West 5,10871,2024,21,22,17,26,19,6
West Region,IDEA College Prep West 5,10872,2024,25,24,28,25,28,5
West Region,IDEA College Prep West 5,10873,2024,23,24,18,27,23,4
West Region,IDEA College Prep West 5,10874,2024,18,18,23,15,21,5
West Region,IDEA College Prep West 5,10875,2024,25,27,26,27,26,7
West Region,IDEA College Prep West 6,10876,2024,22,21,18,29,25,5
West Region,IDEA College Prep West 6,10877,2024,14,9,16,14,15,5
West Region,IDEA College Prep West 6,10878,2024,19,17,17,21,22,5
West Region,IDEA College Prep West 6,10879,2024,16,15,15,22,17,5
West Region,IDEA College Prep West 6,10880,2024,13,12,14,12,14,4
West Region,IDEA College Prep West 6,10881,2024,20,23,16,23,23,5
West Region,IDEA College Prep West 6,10882,2024,17,19,16,22,20,5
West Region,IDEA College Prep West 6,10883,2024,19,21,17,22,21,5
West Region,IDEA College Prep West 6,10884,2024,19,20,18,18,22,5
West Region,IDEA College Prep West 6,10885,2024,12,10,14,14,14,4
West Region,IDEA College Prep West 6,10886,2024,13,11,15,13,12,4
West Region,IDEA College Prep West 6,10887,2024,16,15,16,17,16,5
West Region,IDEA College Prep West 6,10888,2024,19,20,23,19,19,4
West Region,IDEA College Prep West 6,10889,2024,14,13,15,15,19,4
West Region,IDEA College Prep West 6,10890,2024,20,22,18,22,18,5
West Region,IDEA College Prep West 6,10891,2024,18,15,16,22,18,5
West Region,IDEA College Prep West 6,10892,2024,18,18,16,23,24,5
West Region,IDEA College Prep West 6,10893,2024,24,21,25,27,22,4
West Region,IDEA College Prep West 6,10894,2024,13,11,15,12,15,5
West Region,IDEA College Prep West 6,10895,2024,27,29,26,28,28,5
West Region,IDEA College Prep West 6,10896,2024,28,25,27,33,25,5
West Region,IDEA College Prep West 6,10897,2024,15,17,15,15,16,4
West Region,IDEA College Prep West 6,10898,2024,19,17,17,24,21,5
West Region,IDEA College Prep West 6,10899,2024,13,10,15,13,18,5
West Region,IDEA College Prep West 6,10900,2024,14,12,15,14,18,5
West Region,IDEA College Prep West 6,10901,2024,24,24,20,29,24,6
West Region,IDEA College Prep West 6,10902,2024,24,22,28,24,25,5
West Region,IDEA College Prep West 6,10903,2024,16,15,16,18,16,5
West Region,IDEA College Prep West 6,10904,2024,20,19,19,21,23,5
West Region,IDEA College Prep West 6,10905,2024,14,13,15,14,16,5
West Region,IDEA College Prep West 6,10906,2024,14,12,15,15,15,4
West Region,IDEA College Prep West 6,10907,2024,21,20,21,22,22,5
West Region,IDEA College Prep West 6,10908,2024,19,16,18,21,22,5
West Region,IDEA College Prep West 6,10909,2024,13,13,15,13,16,4
West Region,IDEA College Prep West 6,10910,2024,13,14,16,14,13,5
West Region,IDEA College Prep West 6,10911,2024,21,22,16,25,22,5
West Region,IDEA College Prep West 6,10912,2024,17,17,16,20,20,5
West Region,IDEA College Prep West 6,10913,2024,17,18,16,22,16,5
West Region,IDEA College Prep West 6,10914,2024,22,22,25,22,23,5
West Region,IDEA College Prep West 6,10915,2024,13,15,15,13,14,5
West Region,IDEA College Prep West 6,10916,2024,14,11,16,14,16,5
West Region,IDEA College Prep West 6,10917,2024,15,14,15,18,18,5
West Region,IDEA College Prep West 6,10918,2024,15,15,16,18,17,5
West Region,IDEA College Prep West 6,10919,2024,15,12,15,21,13,5
West Region,IDEA College Prep West 6,10920,2024,14,12,16,13,17,5
West Region,IDEA College Prep West 6,10921,2024,15,14,15,18,16,5
West Region,IDEA College Prep West 6,10922,2024,15,14,16,16,18,5
West Region,IDEA College Prep West 6,10923,2024,17,19,15,18,19,4
West Region,IDEA College Prep West 6,10924,2024,13,13,16,15,12,4
West Region,IDEA College Prep West 6,10925,2024,18,16,17,19,20,5
West Region,IDEA College Prep West 6,10926,2024,22,22,19,25,24,4
West Region,IDEA College Prep West 6,10927,2024,15,15,16,15,16,4
West Region,IDEA College Prep West 6,10928,2024,18,18,17,24,23,5
West Region,IDEA College Prep West 6,10929,2024,14,15,15,13,14,3
West Region,IDEA College Prep West 6,10930,2024,20,16,19,28,22,5
West Region,IDEA College Prep West 6,10931,2024,15,13,15,21,15,5
West Region,IDEA College Prep West 6,10932,2024,17,17,15,20,16,5
West Region,IDEA College Prep West 6,10933,2024,20,21,18,22,22,5
West Region,IDEA College Prep West 6,10934,2024,18,16,20,17,21,5
West Region,IDEA College Prep West 6,10935,2024,17,16,16,20,19,4
West Region,IDEA College Prep West 6,10936,2024,22,22,17,25,24,5
West Region,IDEA College Prep West 6,10937,2024,25,27,24,27,25,5
West Region,IDEA College Prep West 6,10938,2024,24,22,23,30,26,5
West Region,IDEA College Prep West 6,10939,2024,21,19,23,21,23,5
West Region,IDEA College Prep West 6,10940,2024,17,20,17,18,15,5
West Region,IDEA College Prep West 6,10941,2024,19,23,16,26,18,5
West Region,IDEA College Prep West 6,10942,2024,13,12,15,13,15,5
West Region,IDEA College Prep West 6,10943,2024,18,18,17,21,21,5
West Region,IDEA College Prep West 6,10944,2024,18,17,16,22,19,5
West Region,IDEA College Prep West 6,10945,2024,15,17,18,14,17,3
West Region,IDEA College Prep West 6,10946,2024,14,13,15,16,16,5
West Region,IDEA College Prep West 6,10947,2024,14,14,14,14,17,4
West Region,IDEA College Prep West 6,10948,2024,21,20,23,26,23,5
West Region,IDEA College Prep West 6,10949,2024,13,12,15,12,18,5
West Region,IDEA College Prep West 6,10950,2024,23,26,19,28,23,5
West Region,IDEA College Prep West 6,10951,2024,22,20,23,23,21,5
West Region,IDEA College Prep West 6,10952,2024,17,15,17,19,18,5
West Region,IDEA College Prep West 6,10953,2024,15,14,15,16,19,4
West Region,IDEA College Prep West 6,10954,2024,14,18,15,12,15,4
West Region,IDEA College Prep West 6,10955,2024,26,28,25,29,24,5
West Region,IDEA College Prep West 6,10956,2024,17,17,16,20,17,5
West Region,IDEA College Prep West 6,10957,2024,15,10,11,17,21,1
West Region,IDEA College Prep West 6,10958,2024,16,16,16,16,21,5
West Region,IDEA College Prep West 6,10959,2024,0,0,0,0,0,0
West Region,IDEA College Prep West 6,10960,2024,15,15,17,14,17,5
West Region,IDEA College Prep West 6,10961,2024,19,17,17,22,20,5
West Region,IDEA College Prep West 6,10962,2024,19,17,17,22,22,5
North Region,IDEA College Prep North 1,10963,2024,18,17,18,17,22,5
North Region,IDEA College Prep North 1,10964,2024,17,18,15,20,20,3
North Region,IDEA College Prep North 1,10965,2024,20,24,21,16,18,6
North Region,IDEA College Prep North 1,10966,2024,28,29,25,34,29,5
North Region,IDEA College Prep North 1,10967,2024,14,16,16,14,14,4
North Region,IDEA College Prep North 1,10968,2024,28,35,21,34,25,4
North Region,IDEA College Prep North 1,10969,2024,16,15,17,18,17,5
North Region,IDEA College Prep North 1,10970,2024,32,35,28,34,32,5
North Region,IDEA College Prep North 1,10971,2024,23,27,23,22,24,5
North Region,IDEA College Prep North 1,10972,2024,22,22,18,29,23,5
North Region,IDEA College Prep North 1,10973,2024,20,21,16,24,21,5
North Region,IDEA College Prep North 1,10974,2024,24,24,22,29,25,4
North Region,IDEA College Prep North 1,10975,2024,25,30,19,33,25,6
North Region,IDEA College Prep North 1,10976,2024,20,21,16,21,20,5
North Region,IDEA College Prep North 1,10977,2024,14,14,18,14,14,4
North Region,IDEA College Prep North 1,10978,2024,18,17,18,20,18,4
North Region,IDEA College Prep North 1,10979,2024,20,15,20,20,23,3
North Region,IDEA College Prep North 1,10980,2024,17,20,17,15,18,4
North Region,IDEA College Prep North 1,10981,2024,18,17,20,21,19,5
North Region,IDEA College Prep North 1,10982,2024,21,18,18,29,24,4
North Region,IDEA College Prep North 1,10983,2024,23,21,23,26,25,5
North Region,IDEA College Prep North 1,10984,2024,23,22,18,30,27,5
North Region,IDEA College Prep North 1,10985,2024,19,23,18,20,20,3
North Region,IDEA College Prep North 1,10986,2024,21,25,19,24,21,5
North Region,IDEA College Prep North 1,10987,2024,23,21,25,21,25,5
North Region,IDEA College Prep North 1,10988,2024,23,24,20,28,24,5
North Region,IDEA College Prep North 1,10989,2024,16,14,15,20,16,4
North Region,IDEA College Prep North 1,10990,2024,25,24,25,26,26,4
North Region,IDEA College Prep North 1,10991,2024,17,20,17,19,19,5
North Region,IDEA College Prep North 1,10992,2024,18,19,16,19,19,5
North Region,IDEA College Prep North 1,10993,2024,21,16,22,25,24,2
North Region,IDEA College Prep North 1,10994,2024,17,17,16,16,17,5
North Region,IDEA College Prep North 1,10995,2024,22,25,17,27,24,4
North Region,IDEA College Prep North 1,10996,2024,23,28,17,28,28,5
North Region,IDEA College Prep North 1,10997,2024,12,12,15,12,13,4
North Region,IDEA College Prep North 1,10998,2024,17,18,16,16,18,5
North Region,IDEA College Prep North 1,10999,2024,25,28,22,34,25,5
North Region,IDEA College Prep North 1,11000,2024,14,12,16,13,15,3
North Region,IDEA College Prep North 1,11001,2024,20,20,19,23,23,6
North Region,IDEA College Prep North 1,11002,2024,25,26,24,26,25,5
North Region,IDEA College Prep North 1,11003,2024,29,31,30,32,30,6
North Region,IDEA College Prep North 1,11004,2024,21,22,21,21,27,4
North Region,IDEA College Prep North 1,11005,2024,15,15,16,15,16,5
North Region,IDEA College Prep North 1,11006,2024,17,16,16,19,20,5
North Region,IDEA College Prep North 1,11007,2024,13,12,14,12,16,2
North Region,IDEA College Prep North 1,11008,2024,29,35,27,31,29,5
North Region,IDEA College Prep North 1,11009,2024,20,21,20,23,23,5
North Region,IDEA College Prep North 1,11010,2024,25,32,20,29,23,5
North Region,IDEA College Prep North 1,11011,2024,18,12,16,24,22,4
North Region,IDEA College Prep North 1,11012,2024,26,34,23,32,24,5
North Region,IDEA College Prep North 1,11013,2024,16,15,16,17,19,4
North Region,IDEA College Prep North 1,11014,2024,21,21,18,23,23,6
North Region,IDEA College Prep North 1,11015,2024,18,18,16,20,18,4
North Region,IDEA College Prep North 1,11016,2024,23,24,18,24,26,5
North Region,IDEA College Prep North 1,11017,2024,14,14,14,14,14,4
North Region,IDEA College Prep North 1,11018,2024,22,21,16,30,22,4
North Region,IDEA College Prep North 1,11019,2024,24,24,24,26,30,4
North Region,IDEA College Prep North 1,11020,2024,16,15,17,19,16,5
North Region,IDEA College Prep North 1,11021,2024,27,28,23,34,26,5
North Region,IDEA College Prep North 1,11022,2024,23,26,17,29,22,3
North Region,IDEA College Prep North 1,11023,2024,24,25,18,32,21,5
North Region,IDEA College Prep North 1,11024,2024,28,33,23,35,29,4
North Region,IDEA College Prep North 1,11025,2024,23,26,23,23,24,5
North Region,IDEA College Prep North 1,11026,2024,13,13,15,12,16,3
North Region,IDEA College Prep North 1,11027,2024,22,21,22,22,22,5
North Region,IDEA College Prep North 1,11028,2024,21,24,22,25,21,7
North Region,IDEA College Prep North 1,11029,2024,21,24,17,23,22,5
North Region,IDEA College Prep North 1,11030,2024,22,24,18,26,24,5
North Region,IDEA College Prep North 1,11031,2024,17,17,16,20,19,5
North Region,IDEA College Prep North 1,11032,2024,19,19,21,17,22,4
North Region,IDEA College Prep North 1,11033,2024,24,28,16,29,23,3
North Region,IDEA College Prep North 1,11034,2024,19,18,19,22,20,4
North Region,IDEA College Prep North 1,11035,2024,22,20,23,24,23,5
North Region,IDEA College Prep North 1,11036,2024,15,14,15,15,19,5
North Region,IDEA College Prep North 1,11037,2024,16,12,15,22,18,5
North Region,IDEA College Prep North 1,11038,2024,26,24,23,29,30,5
North Region,IDEA College Prep North 1,11039,2024,8,10,9,7,7,1
North Region,IDEA College Prep North 1,11040,2024,15,14,15,17,18,5
North Region,IDEA College Prep North 1,11041,2024,31,34,26,35,30,5
North Region,IDEA College Prep North 1,11042,2024,15,14,16,17,19,2
North Region,IDEA College Prep North 1,11043,2024,24,21,27,25,23,5
North Region,IDEA College Prep North 1,11044,2024,17,14,16,18,21,5
North Region,IDEA College Prep North 1,11045,2024,14,13,15,14,18,5
North Region,IDEA College Prep North 1,11046,2024,24,27,23,24,24,5
North Region,IDEA College Prep North 1,11047,2024,13,10,15,11,17,2
North Region,IDEA College Prep North 1,11048,2024,22,23,22,24,24,5
North Region,IDEA College Prep North 1,11049,2024,15,14,14,18,15,4
North Region,IDEA College Prep North 1,11050,2024,16,18,15,16,18,5
North Region,IDEA College Prep North 1,11051,2024,21,20,21,21,23,5
North Region,IDEA College Prep North 1,11052,2024,33,34,29,34,34,4
North Region,IDEA College Prep North 1,11053,2024,15,15,15,16,15,4
North Region,IDEA College Prep North 1,11054,2024,16,14,14,20,17,2
North Region,IDEA College Prep North 1,11055,2024,25,25,24,26,25,6
North Region,IDEA College Prep North 1,11056,2024,15,15,18,15,18,4
North Region,IDEA College Prep North 1,11057,2024,17,17,18,18,20,5
North Region,IDEA College Prep North 1,11058,2024,19,19,16,26,19,5
North Region,IDEA College Prep North 1,11059,2024,22,23,17,26,25,5
North Region,IDEA College Prep North 1,11060,2024,16,23,16,16,17,4
North Region,IDEA College Prep North 1,11061,2024,21,19,18,27,24,5
North Region,IDEA College Prep North 1,11062,2024,30,33,25,34,33,5
North Region,IDEA College Prep North 1,11063,2024,19,16,17,22,22,4
North Region,IDEA College Prep North 1,11064,2024,18,18,15,20,19,5
North Region,IDEA College Prep North 2,11065,2024,19,15,23,20,21,5
North Region,IDEA College Prep North 2,11066,2024,17,14,14,22,18,3
North Region,IDEA College Prep North 2,11067,2024,18,17,16,22,19,4
North Region,IDEA College Prep North 2,11068,2024,21,23,18,24,21,2
North Region,IDEA College Prep North 2,11069,2024,16,13,15,19,18,3
North Region,IDEA College Prep North 2,11070,2024,20,23,16,23,22,5
North Region,IDEA College Prep North 2,11071,2024,25,28,18,35,25,4
North Region,IDEA College Prep North 2,11072,2024,15,11,18,15,18,2
North Region,IDEA College Prep North 2,11073,2024,15,13,16,15,19,5
North Region,IDEA College Prep North 2,11074,2024,21,20,18,24,23,4
North Region,IDEA College Prep North 2,11075,2024,18,19,17,18,23,5
North Region,IDEA College Prep North 2,11076,2024,17,18,16,16,18,4
North Region,IDEA College Prep North 2,11077,2024,20,21,20,22,22,4
North Region,IDEA College Prep North 2,11078,2024,20,20,17,21,20,5
North Region,IDEA College Prep North 2,11079,2024,25,25,26,28,23,5
North Region,IDEA College Prep North 2,11080,2024,15,10,16,15,19,2
North Region,IDEA College Prep North 2,11081,2024,26,28,18,34,24,2
North Region,IDEA College Prep North 2,11082,2024,23,23,23,26,25,3
North Region,IDEA College Prep North 2,11083,2024,14,11,15,16,16,5
North Region,IDEA College Prep North 2,11084,2024,25,25,19,34,24,5
North Region,IDEA College Prep North 2,11085,2024,21,21,17,25,22,4
North Region,IDEA College Prep North 2,11086,2024,22,23,18,24,21,5
North Region,IDEA College Prep North 2,11087,2024,14,15,15,14,16,5
North Region,IDEA College Prep North 2,11088,2024,30,33,29,34,27,4
North Region,IDEA College Prep North 2,11089,2024,16,16,16,18,15,5
North Region,IDEA College Prep North 2,11090,2024,18,22,16,20,20,4
North Region,IDEA College Prep North 2,11091,2024,18,17,20,20,23,4
North Region,IDEA College Prep North 2,11092,2024,24,24,19,31,23,5
North Region,IDEA College Prep North 2,11093,2024,16,16,15,20,17,5
North Region,IDEA College Prep North 2,11094,2024,20,20,18,21,22,4
North Region,IDEA College Prep North 2,11095,2024,19,22,16,19,19,5
North Region,IDEA College Prep North 2,11096,2024,20,23,21,22,23,5
North Region,IDEA College Prep North 2,11097,2024,15,16,16,17,18,3
North Region,IDEA College Prep North 2,11098,2024,15,14,17,12,18,5
North Region,IDEA College Prep North 2,11099,2024,26,26,23,30,28,4
North Region,IDEA College Prep North 2,11100,2024,22,24,19,24,25,4
North Region,IDEA College Prep North 2,11101,2024,25,28,16,33,24,2
North Region,IDEA College Prep North 2,11102,2024,21,26,18,20,20,3
North Region,IDEA College Prep North 2,11103,2024,18,19,17,24,18,5
North Region,IDEA College Prep North 2,11104,2024,22,24,21,23,24,5
North Region,IDEA College Prep North 2,11105,2024,15,16,15,19,15,3
North Region,IDEA College Prep North 2,11106,2024,20,23,19,20,23,5
North Region,IDEA College Prep North 2,11107,2024,18,17,15,20,19,5
North Region,IDEA College Prep North 2,11108,2024,24,25,19,27,23,2
North Region,IDEA College Prep North 2,11109,2024,16,16,16,18,18,5
North Region,IDEA College Prep North 2,11110,2024,18,19,17,17,20,5
North Region,IDEA College Prep North 2,11111,2024,15,19,14,15,17,4
North Region,IDEA College Prep North 2,11112,2024,27,33,25,34,25,5
North Region,IDEA College Prep North 2,11113,2024,23,24,25,21,30,4
North Region,IDEA College Prep North 2,11114,2024,24,26,20,28,25,3
North Region,IDEA College Prep North 2,11115,2024,24,22,23,29,23,4
North Region,IDEA College Prep North 2,11116,2024,20,16,18,25,19,5
North Region,IDEA College Prep North 2,11117,2024,14,13,16,13,15,4
North Region,IDEA College Prep North 2,11118,2024,17,17,19,14,19,3
North Region,IDEA College Prep North 2,11119,2024,14,11,15,14,19,5
North Region,IDEA College Prep North 2,11120,2024,15,12,15,14,19,4
North Region,IDEA College Prep North 2,11121,2024,19,20,19,18,19,2
North Region,IDEA College Prep North 2,11122,2024,21,21,21,23,22,5
North Region,IDEA College Prep North 2,11123,2024,18,16,17,20,20,5
North Region,IDEA College Prep North 2,11124,2024,20,19,18,23,22,5
North Region,IDEA College Prep North 2,11125,2024,15,14,15,16,19,5
North Region,IDEA College Prep North 2,11126,2024,21,20,18,22,25,5
North Region,IDEA College Prep North 2,11127,2024,29,34,27,29,25,4
North Region,IDEA College Prep North 2,11128,2024,21,25,14,24,23,2
North Region,IDEA College Prep North 2,11129,2024,28,34,25,34,27,4
North Region,IDEA College Prep North 2,11130,2024,14,11,14,17,15,2
North Region,IDEA College Prep North 2,11131,2024,22,22,26,19,23,5
North Region,IDEA College Prep North 2,11132,2024,24,26,22,29,20,4
North Region,IDEA College Prep North 2,11133,2024,16,15,22,13,17,3
North Region,IDEA College Prep North 2,11134,2024,20,18,22,22,23,5
North Region,IDEA College Prep North 2,11135,2024,19,17,19,22,22,5
North Region,IDEA College Prep North 2,11136,2024,18,19,17,22,22,5
North Region,IDEA College Prep North 2,11137,2024,27,30,19,34,23,5
North Region,IDEA College Prep North 2,11138,2024,23,27,17,24,23,4
North Region,IDEA College Prep North 2,11139,2024,14,12,14,14,17,4
North Region,IDEA College Prep North 2,11140,2024,15,15,15,16,15,4
North Region,IDEA College Prep North 2,11141,2024,18,14,19,20,22,7
North Region,IDEA College Prep North 2,11142,2024,17,17,16,23,16,5
North Region,IDEA College Prep North 2,11143,2024,21,22,24,22,22,4
North Region,IDEA College Prep North 2,11144,2024,13,13,16,12,16,3
North Region,IDEA College Prep North 2,11145,2024,15,12,16,16,20,5
North Region,IDEA College Prep North 2,11146,2024,17,16,16,20,19,4
North Region,IDEA College Prep North 2,11147,2024,15,15,15,16,17,5
North Region,IDEA College Prep North 2,11148,2024,22,28,26,22,22,5
North Region,IDEA College Prep North 2,11149,2024,19,14,20,22,20,5
North Region,IDEA College Prep North 2,11150,2024,22,22,18,23,23,5
North Region,IDEA College Prep North 2,11151,2024,22,21,24,24,23,2
North Region,IDEA College Prep North 2,11152,2024,24,25,26,30,23,5
North Region,IDEA College Prep North 3,11153,2024,17,16,16,18,21,5
North Region,IDEA College Prep North 3,11154,2024,26,26,27,24,30,5
North Region,IDEA College Prep North 3,11155,2024,20,18,22,23,23,5
North Region,IDEA College Prep North 3,11156,2024,15,15,16,16,19,5
North Region,IDEA College Prep North 3,11157,2024,17,16,16,20,20,5
North Region,IDEA College Prep North 3,11158,2024,15,12,16,14,21,5
North Region,IDEA College Prep North 3,11159,2024,20,22,17,29,22,4
North Region,IDEA College Prep North 3,11160,2024,17,19,19,18,17,5
North Region,IDEA College Prep North 3,11161,2024,14,12,15,14,16,4
North Region,IDEA College Prep North 3,11162,2024,13,13,18,12,13,4
North Region,IDEA College Prep North 3,11163,2024,18,21,18,17,21,5
North Region,IDEA College Prep North 3,11164,2024,20,20,16,25,20,5
North Region,IDEA College Prep North 3,11165,2024,24,27,24,27,21,5
North Region,IDEA College Prep North 3,11166,2024,17,16,18,19,19,5
North Region,IDEA College Prep North 3,11167,2024,15,14,15,16,19,4
North Region,IDEA College Prep North 3,11168,2024,14,13,16,14,17,5
North Region,IDEA College Prep North 3,11169,2024,19,17,16,21,21,4
North Region,IDEA College Prep North 3,11170,2024,14,12,15,15,17,3
North Region,IDEA College Prep North 3,11171,2024,15,14,16,14,18,5
North Region,IDEA College Prep North 3,11172,2024,23,31,21,23,22,5
North Region,IDEA College Prep North 3,11173,2024,26,30,24,28,25,5
North Region,IDEA College Prep North 3,11174,2024,14,15,17,13,14,5
North Region,IDEA College Prep North 3,11175,2024,20,20,20,21,22,5
North Region,IDEA College Prep North 3,11176,2024,21,23,22,22,22,5
North Region,IDEA College Prep North 3,11177,2024,17,14,17,23,19,2
North Region,IDEA College Prep North 3,11178,2024,16,15,20,13,20,2
North Region,IDEA College Prep North 3,11179,2024,20,19,16,24,19,3
North Region,IDEA College Prep North 3,11180,2024,17,17,16,18,18,4
North Region,IDEA College Prep North 3,11181,2024,24,22,23,29,24,5
North Region,IDEA College Prep North 3,11182,2024,20,22,21,20,21,3
North Region,IDEA College Prep North 3,11183,2024,17,14,19,17,21,5
North Region,IDEA College Prep North 3,11184,2024,19,21,24,18,18,5
North Region,IDEA College Prep North 3,11185,2024,20,19,22,21,23,5
North Region,IDEA College Prep North 3,11186,2024,23,23,22,30,22,6
North Region,IDEA College Prep North 3,11187,2024,26,25,26,27,28,3
North Region,IDEA College Prep North 3,11188,2024,14,14,16,15,16,4
North Region,IDEA College Prep North 3,11189,2024,22,23,16,29,22,5
North Region,IDEA College Prep North 3,11190,2024,26,29,23,29,24,5
North Region,IDEA College Prep North 3,11191,2024,15,14,16,18,18,5
North Region,IDEA College Prep North 3,11192,2024,29,34,29,33,26,5
North Region,IDEA College Prep North 3,11193,2024,17,13,17,20,21,4
North Region,IDEA College Prep North 3,11194,2024,16,17,17,16,19,4
North Region,IDEA College Prep North 3,11195,2024,13,11,14,16,16,4
North Region,IDEA College Prep North 3,11196,2024,14,9,14,16,16,2
North Region,IDEA College Prep North 3,11197,2024,15,16,16,14,16,5
North Region,IDEA College Prep North 3,11198,2024,23,22,22,23,24,6
North Region,IDEA College Prep North 3,11199,2024,25,26,24,27,23,5
North Region,IDEA College Prep North 3,11200,2024,13,8,14,13,16,2
North Region,IDEA College Prep North 3,11201,2024,17,17,18,14,19,4
North Region,IDEA College Prep North 3,11202,2024,16,16,16,17,18,5
North Region,IDEA College Prep North 3,11203,2024,21,20,24,21,25,5
North Region,IDEA College Prep North 3,11204,2024,18,21,19,13,20,5
North Region,IDEA College Prep North 3,11205,2024,24,26,18,27,26,4
North Region,IDEA College Prep North 3,11206,2024,19,19,19,23,20,5
North Region,IDEA College Prep North 3,11207,2024,17,19,18,14,19,5
North Region,IDEA College Prep North 3,11208,2024,12,10,16,12,11,1
North Region,IDEA College Prep North 3,11209,2024,17,16,20,20,21,4
North Region,IDEA College Prep North 3,11210,2024,21,21,18,25,23,5
North Region,IDEA College Prep North 3,11211,2024,13,10,15,11,14,2
North Region,IDEA College Prep North 3,11212,2024,16,16,18,17,17,5
North Region,IDEA College Prep North 3,11213,2024,15,14,16,16,16,5
North Region,IDEA College Prep North 3,11214,2024,14,13,16,16,16,5
North Region,IDEA College Prep North 3,11215,2024,25,26,27,24,23,6
North Region,IDEA College Prep North 3,11216,2024,21,19,23,21,21,4
North Region,IDEA College Prep North 3,11217,2024,22,21,20,25,23,4
North Region,IDEA College Prep North 3,11218,2024,15,17,17,14,17,4
North Region,IDEA College Prep North 3,11219,2024,29,28,29,30,32,7
North Region,IDEA College Prep North 3,11220,2024,24,20,24,30,29,5
North Region,IDEA College Prep North 3,11221,2024,19,16,18,22,21,4
North Region,IDEA College Prep North 3,11222,2024,15,16,14,16,18,4
North Region,IDEA College Prep North 3,11223,2024,16,13,16,17,18,4
North Region,IDEA College Prep North 3,11224,2024,16,16,14,17,19,4
North Region,IDEA College Prep North 3,11225,2024,20,19,25,19,19,5
North Region,IDEA College Prep North 3,11226,2024,22,20,21,28,24,5
North Region,IDEA College Prep North 3,11227,2024,16,15,16,17,17,5
